name = model_decor_sparse_t_reg_26, n_topics = 2000, n_doc_passes = 5, seed_value = 100, n_iterations = 15, n_top_tokens = 15, p_threshold = 0.25
sparse_theta_regularizer, tau = 0.1
decorrelator_phi_regularizer, tau = 100
last_perplexity_score = 449.789538458
last_sparsity_phi_score = 0.889678967528
last_sparsity_theta_score = 0.0
last_topic_kernel_avgsize = 5.6895
last_topic_kernel_purity = 0.406288950802
last_topic_kernel_contrast = 0.43322699481
perplexity_score = [17381.549243901325, 4361.011323267947, 4780.770594285123, 3887.7493084543785, 3582.1555140878845, 2049.9491312908062, 1344.6393146808173, 935.3705989412928, 742.7150716615478, 638.3155967432283, 571.8695286479468, 524.1918964127484, 491.96160910552857, 467.12317571078967, 449.78953845801266]
sparsity_phi_score = [0.0, 0.001811256574434027, 0.001811256574434027, 0.0035447633203750284, 0.006472558884061285, 0.013717670935284702, 0.023775383032243313, 0.03652532586325177, 0.060367710953578776, 0.12927729819345987, 0.31523479304825064, 0.5164976274868511, 0.7021215984450034, 0.8221531271438371, 0.8896789675280128]
sparsity_theta_score = [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
topic_kernel_avgsize = [0.0, 0.0, 0.0005, 0.047, 1.001, 2.4665, 3.984, 4.725, 4.9355, 4.9535, 5.151, 5.2535, 5.414, 5.5625, 5.6895]
topic_kernel_purity = [0.0, 0.0, 0.00015648090839385985, 0.001140791954647284, 0.009903336851733911, 0.02782988910783024, 0.048928952575297446, 0.06871617414323555, 0.08874759825355431, 0.10703843402160601, 0.13174488112321298, 0.1762471349809432, 0.24360031559494383, 0.32942054162568457, 0.40628895080187793]
topic_kernel_contrast = [0.0, 0.0, 0.00019076119185820723, 0.004144167027441683, 0.03156790933157876, 0.07503681186903463, 0.1199336884460348, 0.15385152519197262, 0.18618613782575058, 0.2150106932067513, 0.24189950845562425, 0.27757127468078174, 0.32066032545614903, 0.3801227993173031, 0.43322699480956156]
topic_0: ухудшение престиж британия важный_часть работоспособность звёздочка внешний_фактор произношение неспособность материальный_ресурс осанка отличительный_признак приток разный_задача дегенерация
topic_1013: роль актёр театр сцена зритель социальный_роль гоффман король гоффмана персонаж повседневный_жизнь метафора разница повод вещь
topic_1014: темперамент торг синус теломераза чечня реликтовый_излучение реконструкция_праязык властный_полномочие поверхность_нейтронный_звезда технологический_детерминизм близкие_галактика папа_григорий чикагский_школа возраст_звезда культурный_влияние
topic_1015: фэнтези защита_диссертация симулякр самопознание исторический_документ документалистика имитация режим_реальный фантаст досуг теломераза научный_тема штраус пролетарий сперанский
topic_1016: эффективность затрата стоимость сотрудник график насыщение метод_анализ изделие клиент показатель увеличение_число тур синтез добавление пункт
topic_1017: робот робототехника создание инженер цель кабель здание взаимодействие команда операция нога область_робототехника землетрясение машина функция
topic_1018: знание познание разрыв фраза практика научный_знание большой_счёт сущность иной_слово статус современный_социология социология новое_направление направление источник_знание
topic_1019: теломераза папа_григорий помещик возраст_звезда имянаречение юный_возраст энергия_столкновение ас аналогичный_проблема количество_клетка штраус газовый_гигант ядерный_сила федерализм компартмент
topic_1020: заимствование концепция влияние поэт контекст описание критик позиция поэзия последователь инструментарий ревизия этнология термин дискуссия
topic_1021: сириец территория рукопись грузия письмо христианский_культура народ арамейский_язык хроника документ диалект геноцид азербайджан иран христианство
topic_1022: кольцо явление ток частица фаза потенциал куперовский_пара артефакт магнитный_пол руно магнитный_поток эффект течь параметр_порядок электрон
topic_1023: сталин диктатура власть вождь соратник молотов смерть_сталин член_политбюро лагерь диктатор предпосылка член война заключённый партия
topic_1024: платон философ аристотель макиавелли мэдисон мысль мудрость учитель пример великое политический_философ мыслитель вера мораль спасение
topic_1025: профессор простой качество ряд коллега борьба новое условие америка явление программа глава момент неделя ум
topic_1026: социология нрав социальный_взаимодействие математический_задача малое длительность дружба коллинза правление предпочтение микроуровень инстанция дихотомия общность единство
topic_1027: подход религия религиоведение традиционализм основание усилие история_религия глава америка религиоведа_ивар_максут фактор христианство интеллектуальный_история возражение повод
topic_1028: биосфера вымирание фауна кривая смена воздействие отложение миллион миллиард влияние живой_организм разнообразие граница экосистема динозавр
topic_1029: установление разногласие основоположник высокий_ценность человеческий_отношение нравственность отрывок объективация избранный_труд контрреволюция государственный_орган склад юриспруденция идеал_должный особый_внимание
topic_1030: коммуникация жест реципиент предмет интерпретация намерение глава основа вывод рюмка речь явление обезьяна туалет разнообразие
topic_1031: артур король_артур король сюжет фигура версия происхождение существование миф битва рыцарь летопись герой англичанин упоминание
topic_1032: договор обязательство товарищество возмещение маркер обратный_связь оппозиция неоднозначность простой_гражданин услуга римский_право функционирование_язык политический_элита восточный_европа языковой_единица
topic_1033: момент накопление_знание сельва даниэль утро корнелльский_университет утверждение архитектура искусственный_спутник_земля специальный_знание отдельный_фрагмент университет_карнеги взрывной_рост меллоно способ_решение_задача
topic_1034: принятие главное_образ практика согласие российский_государственность противопоставление иной_место конечный_итог использование символика большой_число крыло альтернатива красный_знамя оборона
topic_1035: черепов общий_знаменатель ненец разгадка злокачественный_опухоль род_homo факультет_мгу_имя теолог теломераза московский_институт москвич огромный_прогресс регистрация_электрический_активность_мозг полиненасыщенный_жирный_кислота переключение
topic_1036: лаборатория формула биржа аспирантура алгебра нобелевский_премия студент выбор родитель предсказание аспирант класс америка меню теория_игра
topic_1037: фильм реплика смех погружение зритель просмотр участие наблюдение строка вздох высказывание экран контекст признак вовлеченность
topic_1038: альтруизм кооперация ген отбор альтруист брат размножение эволюция кооперативный_поведение групповой_отбор конкуренция многоклеточный_организм польза особь гамильтон
topic_1039: историк социолог прошлое социальный_наука социология событие анализ зависимость последовательность механизм междисциплинарность поворот формирование объяснение революция
topic_1040: вес рост корреляция стандартный_отклонение статистика совокупность формула средний_значение среднее_значение распределение ученик наблюдение семья рейтинг телевизор
topic_1041: исполнение цель ответственность убыток половина обстоятельство невозможность присуждение натура кодекс право суд срок этап интерес
topic_1042: царь бог божество хор воплощение стела сакральность сокол памятник па египет качество правитель египтянин культ
topic_1043: тело бразилия женщина операция красота лицо грудь хирург осложнение цвета_кожа множество процедура разделение пациентка представитель
topic_1044: доверие диктатура демократия власть право чрезвычайный_положение рутина парламентаризм парламент германия устройство фигура ресурс род дискуссия
topic_1045: свадьба священник пост традиция жаворонков праздник дом фольклор суеверие запрет девушка муж жена сказка народный_традиция
topic_1046: целое качество мюррей смена простой эдельман перенастройка политический_институт политический_режим грэм символизм символический_значение многий_исследователь несоответствие французский_социолог
topic_1047: контакт ген мозг днк нервный_клетка ход_эволюция дарвин миллион формирование эволюция неандерталец развитие функция нервный_система килограмм
topic_1048: аспирантура первокурсник развлечение поклонник стилистика пионер заместитель гуманитарный_сфера академия_наука директор_институт разный_обстоятельство общий_курс консультация разный_условие фунт
topic_1049: вуз деньга америка кризис образование экономика денежный_политика копейка рубль студент стимул рабочий_место рузвельт рецепт конкуренция
topic_1050: электрический_сигнал раздражитель жизненный_обстоятельство советник скальпель мимика новый_знание камушек обычный_понимание неподвижность медицинский_помощь трансфер аналогичный_образ ветка ключевой_роль
topic_1051: астрономия физика астрофизик телескоп вселенная астроном предмет курс астрофизика чаща часы проект современный_астрономия знакомство школьный_программа
topic_1052: письменный_текст лингвистический_теория письменный_культура устный_слово значение_термин центральный_понятие местоимение принципиальный_различие письменный_традиция подобный_тип свинья книжный_традиция процессия исследовательский_проект смс
topic_1053: увеличение тонна трубочка низкий_концентрация масса_тело пруд смертность сектор урон ближний_окружение жуков средний_количество ёмкость кислород разбойник
topic_1054: святилище фигурка кавказ статуэтка обряд бог божество грузия сосуд бронза пояс предмет находка храм бронзовый_фигурка
topic_1055: крыса собака смертность экспрессия центральный_нервный_система педаль выяснение вод круг дефицит значительный_количество экспрессия_ген физиологический_изменение психологический_фактор условный_рефлекс
topic_1056: фрейм транспонирование теория_фрейм система_фрейм практика ремень повседневность безопасность младенец переключение переход механизм мать гофман заблуждение
topic_1057: серный_кислота помета мировой_океан видовой_разнообразие последовательность_геном троллейбус проба_вода кислород бляшка стафилококк микрофлора рельеф климатический_условие солнечный_энергия близнец
topic_1058: модель программа фактор вес влияние соавтор третье бедность рождение рождение_ребёнок зависимость эффект основа развитие шанс
topic_1059: сценарий настоящее выход компьютерный_игра ход величина огромный_количество следствие обзор ограничение цифра фотография расчёт демография некоторый_смысл
topic_1060: субкультура молодёжный_субкультура сообщество громов деятельность появление объединение одежда фактор молодая участник молодёжь настоящий_момент общение среднее_возраст
topic_1061: бедность потребление туннель стимул ограничитель спрос ресурс потребительский_спрос воздействие потребитель развивающийся_страна процветание энергия товар борьба
topic_1062: кельвин меньший_размер пионер турбулентность ландау герман многий_учёный разработка_технология отголосок принстонский_университет отверстие изотоп температура газ зондирование
topic_1063: присоединение важный_функция воззрение префикс национальный_культура республика индеец сибирь америка книжный_полка индейский_племя большой_вопрос развал специальный_исследование традиционный_культура
topic_1064: цель творческий_мышление отличие голов появление обладатель поколение исследователь адаптация бесчисленный_множество определение ценность сожаление следствие новаторство
topic_1065: алгоритм последовательность шаг машина машина_тьюринг карта способ простой программа разница устройство нейронный_сеть колода архитектура шень
topic_1066: позиция состояние_мозг статья философ блок дуализм философия_сознание функционализм сведение джексон дискуссия иванов патологический_состояние сборник иллюстрация
topic_1067: поступление ит ингредиент обход кола повышение_уровень широкий_возможность обязательный_условие составитель запаздывание развитие_болезнь образовательный_процесс министерство_образование хороший_учитель средний_школа
topic_1068: эдгар вселенная звезда проникновение вещество сила излучение атом единство интуиция поэма рассказ свет слой пространство
topic_1069: треть ноль половинка подавление таблица_менделеев американский_физик переносчик четверть слава_бог распад_частица сирия заряд социальный_антропология специфический_свойство космический_луч
topic_1070: программа искусственный_жизнь эволюция компьютер паразит оперативный_память клеточный_автомат организм код существо автомат байт процессор воспроизводство эволюционный_развитие
topic_1071: пищевой_продукт неполадка разный_штамм жирный_кислота пестицид фармаколог теломераза специфический_особенность зелень достижение_результат наркомания свободный_энергия поверхность_нейтронный_звезда группа_пациент реликтовый_излучение
topic_1072: психология_мышление бейтсон средний_школа определённый_проблема доктор_наука расстановка гост размытость социологический_журнал однозначность гейл пояснение рогозин извинение макмиллан
topic_1073: социальный_исследование определённый_проблема извинение однозначность доктор_наука социологический_журнал форма_организация центр_изучение гейл ситуация_значительно давний_история рогозин священный_римский_империя реконструкция_праязык расстановка
topic_1074: выборка опрос совокупность репрезентативность случайный_образ формула шар россиянин случайность доля механизм опрос_общественный_мнение ящик единица оценка
topic_1075: симптом новый_материал забота парковка мнение_эксперт_постнаука усвоение актуальный_проблема_общество предсказатель сюрприз общий_проблема широкий_распространение оон экологический_политика политолог значение_слово
topic_1076: пифагор бог рим римляна пифагореец царь легенда религия учение рукопись отец свитка гроб находка ученик
topic_1077: переход частота часы точность стандарт_частота эффект точный_часы измерение создание эффект_доплера единица секунда точность_измерение возмущение отличие
topic_1078: сила ряд порядок право деятельность конец следствие народ организация борьба новое мнение эпоха повод глава
topic_1079: вложение импорт актив возмещение желаемый_результат трагический_событие политический_ситуация подача_материал научный_проект искушение длительный_период социология_вещий строительство_дорога персонал микросекунда
topic_1080: доктор_психологический_наука быстрый_изменение перетекание моисей совершеннолетие беспомощность наталия жак_руссо взрослость килограмм малыш детский_дом привязанность усыновление развитие_ребёнок
topic_1081: долина ландшафт явление простой пол потенциальный_энергия существование вершина множество аналогия элементарный_частица путь термин равный_нуль минимальный_количество
topic_1082: биоэтика практика социальный_институт право биомедицина врач субъект пациент выбор позиция особый_тип этический_проблема профессионал медицина страдание
topic_1083: бизнес рынок открытый_доступ издательство услуга стоимость плата оплата расход научный_работа предприятие научный_публикация продвижение ожидание продукция
topic_1084: стрела размер_тело большой_вероятность восточный_азия индонезия подъезд меланезия геноцид определённый_предел крупный_масштаб лепта абориген держава остров свержение
topic_1085: влияние физиология проявление стресс эмоциональный_стресс напряжение агрессивность введение жизнедеятельность работа_мозг центральный_нервный_система обучение эмоциональный_состояние вещество нагрузка
topic_1086: коммуна студент комната бельё стипендия комиссия коллектив бюджет член быт часы рубль общежитие сумма копейка
topic_1087: реализм змея ссылка яд ручка отделение богословие эпоха_просвещение помещик присутствие московский_университет трактат предрассудок стакан романтизм
topic_1088: правитель ацтек империя завоевание кровь союзник военный центральный_мексика народ мезоамерика территория идеология исследователь половина нагорье
topic_1089: механизм_защита теломераза антивещество волков данный_понятие компартмент социология_пространство имянаречение тёща группа_пациент циркуляр наркомания поверхность_нейтронный_звезда синус ядерный_сила
topic_1090: кропоткин немецкий_социолог чикагский_школа метод_борьба городской_сообщество революционный_движение альтруизм отдельный_место теломераза определитель межличностный_взаимодействие социология_пространство ситуация_значительно парижский_коммуна федерализм
topic_1091: препарат лекарство лечение плацебо болезнь заболевание лекарственный_препарат эффект молекула средство доктор доказательный_медицина применение пациент эффективность
topic_1092: ельцин президент национальный_государство гимн советский_союз чечня шаг российский_федерация горбачев глава название дом левада спортсмен новое_государство
topic_1093: разрыв складка деформация разлом карта территория строение полезный_ископаемое кавказ землетрясение сооружение крыло характеристика разрез регион
topic_1094: риторика собеседник аристотель речь оратор введение филолог_гасан_гусейнов ритор необходимость характер искусство разум статус убедительный_аргумент речевой_поведение
topic_1095: актуальный_проблема множество_разный практический_психология диван сторонник_идея лингвистический_поворот глубокий_знание закрытие сетевой_теория существование_земля модель_мышление социологизм информационный_общество лиза кляйн
topic_1096: природа взаимодействие сила квантовый_гравитация фундаментальный_взаимодействие гравитация фундаментальный_сила гравитон явление солнце понимание константа новое_взаимодействие гравитационный_взаимодействие электромагнетизм
topic_1097: риск обследование беременность риска больной_ребёнок этический_проблема развитие_мозг коррекция мышь состояние_здоровье прерывание вес величина ресторан курение
topic_1098: опыт ум свобода необходимость попытка сфера разум самость внутренний_свобода воля внутренний_пространство феномен предпосылка дом причинность
topic_1099: использование получение рынок большой_количество сырьё огромный_количество древесина база завод производство_биотопливо переработка отход индустрия этанол опилка
topic_1100: письмо настроение почта переписка вскрытие корреспонденция советский_власть сожаление цензор практика чтение журнал кабинет плата статья
topic_1101: чтение ценность практика поколение удовольствие огромный_значение крайний_мера классика труд литература читатель москва семья тенденция род
topic_1102: фирма делёж слияние доля теория_принятие_решение парето процедура оптимальность математический_модель аэропорт министерство учёт требование предпочтение зарплата
topic_1103: нобелевский_премия пол бозон_хиггс хиггс браут энглера элементарный_частица частица поль стокгольм выдающийся_научный_исследование наиболее_важный_международный_награда ежегодный_обзор_результат_старый лауреат_премия традиция_обладатель
topic_1104: салон париж указание комедия успех публика молодая пьеса девушка труппа кружка социальный_окружение десятилетие загадка молодой
topic_1105: практический_занятие занятие брейк кофе курс перерыв стоимость_участие небольшой_группа свободный_формат участник семинар_академия центр_москва исторический_здание базовый_курс конец_курс
topic_1106: тон картошка окончание исправление стратегия интонация задание разнообразие фраза оговорка голосовой_связка устный_общение частота высказывание грамматика
topic_1107: труба герцог чудовище мятеж тарантино лупа культурный_герой годар причёска полоска гордыня филин плоть папа_григорий король_франция
topic_1108: малое_количество разгадка нелёгкая пигмент поздний_этап третье_измерение сложный_органический_соединение неорганический_соединение коралл теломераза полиненасыщенный_жирный_кислота зелёный_свет липид лечение_болезнь человеческий_глаз
topic_1109: темп_расширение_вселенная американский_астроном реликтовый_излучение стэнфордский_университет торг юный_возраст группа_пациент теломераза роль_эмоция близкие_галактика прогрессия количество_клетка полиненасыщенный_жирный_кислота поверхность_нейтронный_звезда масса_галактика
topic_1110: крестовый_поход европа роль карл крестоносец королевство фигура папа эпоха процесс_формирование папство император политика константинополь фактор
topic_1111: криптография класс шифрование алгоритм открытый_ключ русский_язык шифр быстрый_алгоритм ключ протокол код шаг математика левин введение
topic_1112: сложный_структура соотечественник привлечение астрофизик важный_элемент великое мозги трёхмерный_пространство космология известный_выражение сложный_понятие конкурент линде бэкграунд мировоззрение
topic_1113: юный_возраст сброс группа_пациент теломераза акционер трансурановый_элемент тарантино полиненасыщенный_жирный_кислота количество_клетка лёгкое_кварк ядерный_сила реконструкция_праязык артериальный_гипертензия бытовой_жизнь робин
topic_1114: институт промышленный_революция неравенство разрыв экономист вождь заём экономический_рост различие рост запрет суд финансовый_рынок боец экономика
topic_1115: китай запад восток европа азия развитие япония китаец восточный_азия фактор население экономический_развитие конец_конец половина сохранение
topic_1116: обширный_территория дама методологический_установка пережиток обучение_язык детский_дом детский_возраст четверть_век цифровой_технология собственный_имя политический_позиция бытовой_жизнь период_история армения теломераза
topic_1117: насилие право истина беньямина ряд существование разум живой проблематика мораль преследование ложь мыслитель характер средство
topic_1118: открытие_америка метрика крупный_событие столб серебро эскимос косвенный_признак жеребец антивещество темп_расширение_вселенная колоссальный_энергия поверхность_нейтронный_звезда папа_григорий инк компартмент
topic_1119: альфа электрод распад транзистор туннельный_эффект ток флёша гамов островок заряд морозов напряжение сопротивление закономерность постоянный_тонкий_структура
topic_1120: секция теоретико стратегический_взаимодействие жизненный_ситуация путеводитель эмиль самостоятельный_наука соседство нормальный_форма разный_класс екатеринбург новое_задача стандартный_набор смежный_область вычислительный_машина
topic_1121: научный_группа квантовый_оптика джеральд популярный_фильм процесс_производство определённый_свойство высокий_скорость переключатель поддержка_фонд сиэтл фундаментальный_открытие замещение взаимоотношения мошенничество середина_хх_век
topic_1122: определение шкала точность измерение секунда единица характеристика солнце потребность средство стандарт_частота частота вращение_земля погрешность канал
topic_1123: запоминание стимуляция удивительный_свойство миллиард_нейрон хранение_информация разный_область_мозг клеточный_уровень напоминание сложный_сеть основной_функция нейрон_мозг механизм_память мостик история_исследование функция_мозг
topic_1124: лингвист человеческий_язык языковой_разнообразие новый_гвинея родной_язык лингвистика теоретик универсалия грамматика дагестан изучение_язык живой_язык общий_теория генеративный_грамматика абстрактный_понятие
topic_1125: пункт изоляция ареал альфред губерния немецкий_философ каркас бедность биота сводка десяток_тысяча округа московский_университет север феликс
topic_1126: самец самка моногамия партнёр потомство полёвка секс ген птица привязанность женщина склонность мужчина рецептор взаимоотношение
topic_1127: долг экономический_жизнь путеводитель зарплата лавочка собственный_воля бремя готовность корпорация невозможность соревнование финансист владелец шахта широкий_аудитория
topic_1128: вещество натрий химия калия атом хлор высокий_давление предсказание состав кристалл химический_связь условие половина химический_соединение рак_лёгкое
topic_1129: мозг гиппокамп мозжечок сознание эпилепсия разум нейробиолог деятельность_мозг механизм_работа_мозг содержание норман палец антидепрессант генри припадок
topic_1130: ребёнок родитель семья ценность развитие выбор навык задержка социум детский_дом большинство школа поколение повод тема
topic_1131: реальность аналогия шеллинга мысль познание мера проблематика мышление разнообразие единство философ конкретный_индивид стремление созерцание необходимость
topic_1132: изображение проекция технический_средство белые_пятно реконструкция квадратный_километр именование розыгрыш воссоздание сцена угол_поворот физический_принцип анализатор трёхмерный_объект компьютерный_зрение
topic_1133: индекс дума шест доктор_наука уравнение_движение загрязнение_окружающий теоретический_модель линейный_уравнение устойчивый_развитие окружность вычленение социологический_журнал точка_зрение_история поздний_этап расстановка
topic_1134: вещь право имущество собственник право_собственность лицо основание иск вещный_право владение возврат требование способ чужое гражданский_кодекс
topic_1135: электрон позитрон расщепление частица атом дирак антивещество античастица протон квантовый_механик фотон природа атом_водород квантовый_механика отрицательный_энергия
topic_1136: нарушение синдром наличие заболевание диагноз жалоба настоящее психиатр невролог сожаление субстрат локализация восприятие поражение снижение
topic_1137: реликтовый_излучение темп_расширение_вселенная папа_григорий группа_пациент теломераза антивещество возраст_звезда планковский_длина поверхность_нейтронный_звезда белые_карлик галактический_диск масса_галактика количество_клетка движение_звезда частица_свет
topic_1138: стилистика склонение пережиток проработка институт_русский_язык восхождение банда визуальный_репрезентация большой_польза тарантино микрофон история_народ право_женщина бытовой_жизнь папа_григорий
topic_1139: аббревиатура сокращение интернет русский_язык буква существительное смех название мнение выражение расшифровка словечко узкий_круг агентство смс
topic_1140: диссертация экспертиза плагиат академический_сообщество борьба существование деятельность чиновник монополия упрёк сожаление аттестация эксперт фабрика наличие
topic_1141: медиа содержание новый_медиа контент мано сообщение создатель создание компьютерный_программа феномен граница исследователь рамка участие определение
topic_1142: мера румянцев писательница солженицын украинец деятель автономия национальный_идентичность страсть страдание самосознание возрождение кровь крупный_группа привилегия
topic_1143: юный_возраст теломераза афина большой_потомство тёща научный_тема социология_пространство циркуляр атеросклероз полиненасыщенный_жирный_кислота реконструкция_праязык имянаречение антивещество пол_деятельность средневековый_право
topic_1144: сложный_задача химический_промышленность полный_отказ основной_механизм повседневный_представление правонарушение глюкоза обратный_задача всплеск небольшой_число аналогичный_образ гаджет решение_задача цельность газ
topic_1145: нобелевский_лауреат непосредственный_отношение радиоактивность масса_элементарный_частица проблема_создание стандартный_теория водородный_бомба протяжение_долгий поток_частица эмпирический_проверка флорида солнечный_энергия секреция логистика свойство_кварк
topic_1146: юный_возраст имянаречение группа_пациент теломераза новое_класс теория_квантовый_гравитация жеребец коммерческий_банк папа_григорий возраст_звезда увеличение_энергия канонический_право филин тарантино циркуляр
